knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
12a_280,{1;-2;3;-2;3;-2;-4;3;1;1;-2;3;3;4},2990,2992,3440,55392
12a_281,{1;-2;3;3;4;-2;3;1;4;1;-2;3;3;-4},1270,1508,3288,55920
12a_282,{-1;2;-3;4;-1;-3;4;-3;4;2;4;-3},1146,1148,1148,10768
12a_283,{-1;-3;2;4;-3;4;-3;-3;-1;4;-3;2},1150,1152,1152,11008
12a_284,{-1;4;-3;2;2;4;2;-3;2;-1;-3;2},974,976,976,12512
12a_285,{-1;-3;-3;2;-3;2;4;-3;-1;4;-3;2},1198,1200,1200,11024
12a_286,{-1;5;-4;-4;3;3;2;4;-3;2;-1;5;-4;-3;2},2650,3040,8240,94684
12a_287,{-1;2;-1;2;-3;-3;-3;-4;-2;3;-2;-4;3;3},1888,1910,2374,72614
12a_288,{-1;4;-3;-3;2;-3;2;-3;-4;-3;2;-1;-3;2},1582,1928,3520,56736
12a_289,{-1;2;-1;2;3;3;4;2;2;-3;2;2;3;-4;3;-4},1870,3042,7108,358512
12a_290,{-1;2;2;3;-1;3;-1;2;-1;2;2;2;-3},668,728,856,45216
12a_291,{-1;2;-3;-3;-3;-2;-2;1;3;4;1;-3;4;3;2;2},1742,1804,5688,432896
12a_292,{-1;4;-3;2;-1;-1;4;3;-2;-2;3;3;-2;-2},1506,1724,2300,73908
12a_293,{-1;4;4;3;-2;3;2;2;2;1;-4;3;1;3;2;2},1794,2218,4824,498528
12a_294,{-1;-2;-2;3;3;-2;-2;1;-2;3;-2;-2;-1},866,868,1144,37712
12a_295,{-1;2;2;1;1;2;-3;4;2;4;3;3;3;4},846,884,1944,79912
12a_296,{1;-2;-3;4;-5;1;-2;3;4;-2;3;3;4;4;-5},2568,3590,7942,97078
12a_297,{1;-2;-2;-2;1;-2;3;-2;-2;-3;-3;-2;1},448,450,950,43190
12a_298,{1;-2;3;-4;-2;3;-4;1;1;-2;-2;-2},870,872,872,14068
12a_299,{1;-2;3;-4;1;1;-2;3;3;3;-4;3},810,812,812,15304
12a_300,{-1;2;3;-4;5;-1;3;5;-2;-4;5;3;2},1732,1734,2738,20388
12a_301,{-1;5;-4;5;3;5;2;-4;-3;-1;-3;2;-4;-3;2},2902,3492,7320,107928
12a_302,{1;-2;-2;-1;-1;-2;-3;4;4;-3;-2;3;4;-2},730,876,2776,62824
12a_303,{-1;2;-3;-4;5;-1;5;-4;-3;4;5;2;-3},1232,1482,2990,18092
12a_304,{-1;2;-3;4;-1;-3;-3;-3;4;-3;2;-3},870,872,872,14976
12a_305,{-1;2;-3;4;-1;4;-3;4;2;4;4;-3},804,806,806,15132
12a_306,{-1;2;-3;4;5;-1;-3;-4;5;-4;-3;2;-3},1632,1936,3180,17704
12a_307,{1;-2;1;2;-3;4;-5;-3;4;2;-5;2;-3},1862,1864,2656,20008
12a_308,{-1;5;4;-3;4;2;-3;-5;2;-4;3;-1;-4;-3;2},3106,3176,10560,79904
12a_309,{-1;5;4;3;3;-4;2;-4;-3;2;-1;5;-4;-3;2},2426,3820,8388,93124
12a_310,{-1;4;-3;-3;2;-3;4;2;-1;4;-3;2},1150,1152,1152,10800
12a_311,{-1;2;-1;2;3;4;4;3;2;2;2;2;-3;4;-3;-4},1226,1886,5448,463840
12a_312,{1;1;2;-1;2;3;-2;3;2;-4;3;-2;3;4;-5;4;-5},2756,3714,17720,624802
12a_313,{-1;2;2;3;-4;1;-4;1;3;2;2;-3;4;-3;2;-4},2314,2624,7696,334336
12a_314,{1;-2;3;4;1;-2;4;5;3;5;3;4;-3;4;-5},3038,3586,6156,120992
12a_315,{-1;2;3;4;4;4;3;3;-2;3;-1;-4;3;2},1254,1636,2840,64016
12a_316,{-1;-3;4;-3;2;-3;4;2;-1;4;-3;2},1310,1312,1312,9920
12a_317,{1;-2;-3;-3;-4;-2;3;1;1;-2;-2;-3;4;-3;4;-2},2130,2764,9480,289448
12a_318,{-1;-3;4;-3;-3;2;-3;4;-1;4;-3;2},1030,1032,1032,12656
12a_319,{-1;2;2;3;1;3;1;2;-3;4;2;2;2;-3;4;3},1920,2048,5200,447600
12a_320,{1;1;5;4;3;3;3;4;5;2;-3;-4;-2;3;2;-1;2},2746,3636,17680,648440
12a_321,{-1;2;-3;2;2;2;1;1;1;2;2;-3;2},606,640,796,50240
12a_322,{1;-3;-4;-2;3;3;-2;3;4;4;4;3;3;2;1;-2},1790,2548,7224,345536
12a_323,{1;-2;-3;1;1;2;-3;-3;-4;2;-4;2;3;-4},1710,1792,2288,76336
12a_324,{1;-3;-3;-2;1;4;1;-3;-2;-2;4;3;-2;-2},1350,1428,2184,86304
12a_325,{1;-2;-3;-3;4;-2;-3;1;4;1;-2;-2;3;-2},1506,1648,3144,59448
12a_326,{-1;2;2;-3;-4;2;1;-4;3;3;4;5;2;-3;-4;2;5},6030,7728,19232,598944
12a_327,{1;-2;-2;-3;4;-3;-1;4;-1;-2;3;3;-2;-4;3;-2},2906,4260,8792,294264
12a_328,{-1;-3;2;4;-3;2;4;2;-1;4;-3;2},1110,1112,1112,11952
12a_329,{-1;2;3;-1;3;-4;3;-2;3;2;4;4;4;4},854,970,1606,105812
12a_330,{1;-2;1;2;3;-4;-5;3;4;-5;4;3;2;2;-3},2270,2742,8208,94688
12a_331,{-1;2;-3;-4;-1;-2;-4;3;-2;-4;-4;-4;3;3},1474,1496,1980,94192
12a_332,{-1;2;-1;-2;-3;4;-5;-3;-2;-2;3;4;-3;4;-5},2342,2900,8032,96952
12a_333,{-1;-3;-3;4;2;-3;4;2;-1;4;-3;2},1110,1112,1112,11616
12a_334,{-1;2;-3;-4;-1;-2;3;3;-4;3;-2;-4;3;3},2026,2408,3156,58032
12a_335,{1;-3;-3;-2;1;-4;1;3;2;2;-4;-3;2;2},1438,1440,2184,86304
12a_336,{-1;2;2;3;-4;3;1;3;1;2;2;3;-4;-3;-3;2},2800,2990,6680,373760
12a_337,{1;-2;3;4;1;-3;4;2;-5;2;-3;4;2;-3;-5},4286,4680,8128,99872
12a_338,{1;-5;-4;3;-2;-4;3;5;3;5;4;1;4;-3;-2},3890,4536,6748,113564
12a_339,{1;1;2;-1;2;-3;-2;4;-3;2;2;-5;4;3;3;-5;4},3070,4584,16416,691472
12a_340,{-1;5;3;-4;-3;5;4;2;-3;4;2;-1;4;-3;2},3638,4504,7992,103640
12a_341,{-1;4;-3;2;2;4;-3;2;-3;-1;-3;2},1054,1056,1056,11504
12a_342,{-1;4;-3;-3;2;2;-3;2;-1;4;-3;2},1160,1162,1162,10710
12a_343,{1;-2;-3;4;1;2;4;-3;2;4;-5;-3;4;3;-5},3622,4532,7676,108384
12a_344,{1;-2;1;2;3;3;4;2;4;2;4;-3;4;4},874,1002,1620,106384
12a_345,{1;-2;1;2;3;3;4;5;-4;2;5;2;-3;4;4},1526,2054,5728,126048
12a_346,{-1;2;-3;2;1;1;1;2;-3;2;-3;-3;-3},618,652,868,47848
12a_347,{-1;2;3;-1;-2;3;-4;3;-2;3;-2;4;4;4},1724,1826,2562,71836
12a_348,{-1;4;-5;4;-5;2;3;-4;3;-2;-3;-1;4;-3;2},2622,2688,9648,85888
12a_349,{-1;2;-3;-4;-1;-2;-4;3;-2;-4;3;-4;-4;3},2234,2296,2996,64656
12a_350,{-1;-4;3;2;-3;2;1;-4;3;1;3;2;2;-3;2;2},1980,2584,6604,407696
12a_351,{-1;2;-3;-4;-1;-2;-4;3;-2;3;3;-4;3;3},1874,1976,2492,73488
12a_352,{-1;2;-3;-4;-1;-2;-4;3;-2;3;-4;3;-4;3},2590,2712,3456,53744
12a_353,{-1;2;2;-3;1;-3;4;1;-2;4;-2;3;3;-4;3;2},2230,3040,5888,396464
12a_354,{-1;-2;3;-2;-2;1;1;2;3;4;4;4;3;-2;3;-4},1930,2692,7420,344888
12a_355,{1;-2;3;1;3;3;4;2;4;-3;2;4;4;4},1262,1264,1440,123432
12a_356,{1;-2;1;2;-3;4;5;2;2;3;3;3;-4;5;4},2130,2132,4904,147832
12a_357,{-1;2;-3;4;-5;-1;2;3;-5;3;3;4;-5},1572,1574,1818,28420
12a_358,{1;-2;3;-4;1;3;1;-2;3;-4;3;-4},1190,1192,1192,11192
12a_359,{1;-2;3;-4;1;1;-2;3;-2;-4;3;-4},1250,1252,1252,10712
12a_360,{1;-5;4;-3;-2;-5;4;3;-2;3;-2;3;2;1;-2},2614,2988,8040,95656
12a_361,{-1;2;-3;4;-1;2;-3;4;-3;2;-3;4},1502,1504,1504,8896
12a_362,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;3;-2;-4;3},2618,2700,3380,61872
12a_363,{-1;2;-3;-4;-1;-2;-4;-2;-2;3;-2;-4;3;3},1666,1688,1932,96112
12a_364,{-1;2;-3;-4;-1;-2;3;-2;3;-4;3;-2;-4;3},2870,3132,4232,46544
12a_365,{-1;2;2;3;-1;3;-1;-1;-1;2;-1;2;-3},540,568,704,56544
12a_366,{-1;2;2;-3;-4;3;1;-4;-3;1;2;-3;2;-3},1006,1184,2960,60672
12a_367,{1;1;1;2;2;2;2;3;1;3;-2;3;1},442,464,556,68768
12a_368,{1;2;2;2;2;3;1;1;-2;3;4;-3;4;3},694,784,1744,93104
12a_369,{1;-2;-2;-2;-2;1;1;-2;-2;-2;-2;-2},126,128,128,60188
12a_370,{-1;-2;-2;-2;-2;3;3;-2;-2;-2;-1;2;3},414,424,564,67872
12a_371,{-1;-2;3;3;-2;-2;-2;-2;-2;3;-2;-1;2},390,420,576,65400
12a_372,{1;-2;-3;2;-3;-2;-4;1;1;-2;-2;-2;-3;2;-3;4},1918,2208,7120,363168
12a_373,{1;2;2;2;2;1;1;-2;-3;4;2;4;-3;4},886,1016,1544,102760
12a_374,{1;-2;3;-4;1;1;-2;-2;-2;3;-4;3},846,848,848,14104
12a_375,{-1;-1;-1;-2;-2;-2;-2;3;3;-2;-1;2;3},318,328,596,63336
12a_376,{1;-2;-3;-4;3;-4;-3;2;-3;1;-3;1;-3;-2},630,760,2384,81856
12a_377,{1;-4;-4;3;-4;3;-2;1;1;-4;3;-2},942,944,944,13376
12a_378,{-1;2;-3;-4;5;-1;3;5;2;-4;5;-3;2},1484,1506,2738,20388
12a_379,{-1;2;-1;-2;-3;4;4;-3;4;-2;-2;-2;-2;3},862,1092,1752,100960
12a_380,{-1;2;-1;-2;3;-2;-3;-4;5;5;-4;-3;-2;4;5},1170,1536,7576,102384
12a_381,{-1;2;3;-1;3;3;3;4;-5;2;-3;4;-5},1368,1398,1572,31360
12a_382,{-1;2;-3;4;-1;-3;4;-3;2;-3;-3;-3},834,836,836,15504
12a_383,{-1;2;-3;4;-1;4;-3;4;2;-3;-3;-3},832,834,834,14508
12a_384,{-1;2;-3;-4;5;-1;-4;5;-4;3;-4;2;-3},2142,2192,3144,17544
12a_385,{-1;2;-3;-4;5;-1;5;-4;3;-4;5;2;-3},1880,1930,2990,18092
12a_386,{-1;2;-1;2;-3;-3;-4;-2;-2;3;-2;-4;-2;3},1974,1986,2432,74864
12a_387,{-1;3;-4;3;-2;3;3;-2;-4;-3;-3;2;-1;2},1958,2136,3264,58544
12a_388,{-1;2;-3;4;-1;-3;4;2;2;-3;2;-3},1218,1220,1220,10416
12a_389,{-1;2;-3;-4;-1;-2;-2;3;-4;3;-2;3;-4;3},2806,2948,3624,53168
12a_390,{-1;-3;-3;2;-3;2;1;1;1;2;2;-3;2},646,712,932,44864
12a_391,{-1;2;2;3;1;3;1;3;3;2;-3;4;2;-3;4;3},1888,1952,4368,538416
12a_392,{1;1;2;-1;2;3;-2;-4;-3;2;5;4;3;3;4;5;5},2092,2552,16848,674436
12a_393,{-1;-2;3;2;2;1;1;-2;3;-4;3;2;2;2;3;-4},2086,2656,7280,350312
12a_394,{-1;-2;3;3;-2;-2;1;-2;-2;-2;3;-2;-1},708,710,982,43814
12a_395,{1;3;-2;-2;-2;-4;3;-4;-3;2;1;1;-2;-3;-3;-2},1730,1952,7432,339024
12a_396,{1;2;-3;4;2;1;1;-2;-3;-3;-3;2;-3;4},1186,1672,2780,64204
12a_397,{1;-2;3;-4;5;2;5;2;3;-4;2;5;1;-2;3},1874,2160,7004,118192
12a_398,{1;3;-4;3;-2;3;1;3;1;-4;3;-2},950,952,952,15152
12a_399,{1;-2;1;-3;1;-3;4;-3;2;-3;-4;-4;-3;-2},1090,1096,2808,66776
12a_400,{-1;2;2;-3;4;5;2;-3;-4;1;2;-3;5;4;-3;5;2},4826,6506,26714,482006
12a_401,{1;2;-3;2;-1;2;-3;2;-4;5;-4;-3;4;5;5},3210,3840,8048,101108
12a_402,{1;3;-4;-2;3;-2;1;3;1;-4;3;-2},1318,1320,1320,10240
12a_403,{-1;-3;5;4;4;3;3;2;-4;-3;-1;5;-4;-3;2},2238,2532,7408,105604
12a_404,{1;-5;4;-3;-2;-2;-5;4;3;-2;-2;3;2;1;-2},2022,2208,6200,125496
12a_405,{1;-2;1;2;-3;4;-5;-2;3;3;-2;3;3;4;-5},2082,2744,5976,128256
12a_406,{-1;2;-3;4;-1;2;4;5;5;4;-3;4;-5},1540,1736,2464,20696
12a_407,{-1;2;-3;-4;-1;2;-3;-4;-3;-5;4;2;-5;-3;4},3334,4024,10304,81056
12a_408,{-1;-2;3;-4;3;2;2;1;1;-2;3;2;-4;2;2;3},2206,2846,7220,369976
12a_409,{-1;2;-3;2;1;1;1;2;2;2;2;-3;2},474,556,664,59288
12a_410,{1;-2;1;2;2;2;3;-4;-3;-3;2;2;3;-4;3;3},1592,1698,4498,545156
12a_411,{-1;-2;3;3;-2;-2;-2;-2;1;-2;3;-2;-1},604,606,878,46526
12a_412,{-1;2;-1;-2;-2;-2;-3;4;4;-3;-2;-2;3;-4;3;4},1438,1782,5508,465232
12a_413,{1;-2;3;1;1;-2;3;-4;3;-2;3;-4},1250,1252,1252,10632
12a_414,{1;1;2;-1;2;1;-3;2;-1;2;3;3;4;-3;-5;4;-5},2636,3558,15656,714914
12a_415,{-1;2;-3;4;-1;4;-3;2;-3;4;-3;4},1256,1258,1258,10124
12a_416,{-1;2;-3;4;-1;4;-3;4;2;-3;4;4},1016,1018,1018,12732
12a_417,{-1;3;-4;-2;3;-2;3;-2;-4;-3;-3;2;-1;2},2462,2608,3792,49712
12a_418,{-1;2;-3;-1;2;-3;4;-3;-3;2;-3;4},1218,1220,1220,10968
12a_419,{-1;2;-3;4;-1;2;4;-3;2;4;-3;4},1218,1220,1220,11288
12a_420,{1;-2;1;2;3;3;4;2;2;-3;4;4;4;4},702,830,1384,115888
12a_421,{1;-2;1;2;3;3;4;2;2;-3;4;5;-4;5;4},1514,1780,5912,122912
12a_422,{1;-2;1;2;-3;-3;2;2;-3;-3;-3;-3;-3},314,316,444,77024
12a_423,{1;-2;1;2;-3;-3;2;2;-3;-3;-3;-4;3;-4},978,980,1660,95504
12a_424,{1;-2;1;2;-3;-3;2;2;-3;-4;3;-4;-4;-4},842,844,1756,91664
12a_425,{1;-2;1;2;-3;-3;2;2;-3;-4;-5;3;4;-5;-4},1686,1688,6088,116064
12a_426,{1;-2;-3;-3;-2;1;1;-2;3;4;-2;4;-3;4},1622,1864,3024,59928
12a_427,{-1;2;-3;-1;-3;4;2;-3;2;4;2;-3},1094,1096,1096,11608
12a_428,{-1;-3;2;2;-1;2;-1;-1;3;-1;3;2;2},538,584,772,52896
12a_429,{-1;-3;2;2;-3;2;1;-4;1;3;-4;-3;2;2},1050,1214,2872,62336
12a_430,{-1;-1;-1;-2;-2;3;3;-2;1;-2;3;-2;-2},768,770,830,49484
12a_431,{-1;2;2;3;1;1;2;2;3;-4;3;-2;3;3;4;4},2242,3096,6296,385680
12a_432,{-1;3;4;-3;2;2;2;4;3;-2;1;3;1;3;2;2},2008,2128,5176,463808
12a_433,{1;-2;3;-4;5;1;-2;3;5;4;4;4;5},1484,1486,1978,24172
12a_434,{1;-2;-3;4;1;-2;4;3;-2;-3;-3;-3;4;-3},1248,1420,2340,75960
12a_435,{-1;2;-3;4;-1;4;-1;-2;-2;-2;3;3;3;4},1082,1160,1568,101136
12a_436,{1;-2;3;-4;1;-4;1;-2;3;-4;-4;-4},642,644,644,19152
12a_437,{-1;2;-1;-2;3;-4;5;-2;5;-2;3;-4;5},1514,1516,2084,25176
12a_438,{-1;2;-1;2;-3;2;-3;-2;3;-2;3;-4;3;-4},1298,1370,2932,59992
12a_439,{-1;-3;4;2;-3;2;4;-3;-1;4;-3;2},1510,1512,1512,8912
12a_440,{-1;-3;2;2;2;2;-1;2;3;-1;3;2;2},474,544,716,53760
12a_441,{-1;4;2;-3;4;3;3;3;-2;-2;1;-3;1;-3;2;2},1374,2020,4536,527168
12a_442,{1;-2;3;4;1;1;2;2;2;2;2;-3;4;3},790,792,1280,122104
12a_443,{1;2;-3;4;5;2;5;1;-2;3;3;3;4;-5;4},1736,2354,5400,138010
12a_444,{1;-2;3;-4;5;1;-3;5;2;4;-3;2;4;4;5},2616,3082,7258,108964
12a_445,{1;-2;3;-4;1;-4;1;-2;-2;-2;3;-4},718,720,720,16800
12a_446,{1;-4;3;-2;-4;3;1;3;1;-4;3;-2},1034,1036,1036,12552
12a_447,{1;-2;-3;4;-5;1;2;-3;-2;-5;1;4;-5},1386,1480,2808,19512
12a_448,{-1;2;3;4;-1;4;5;-6;3;2;-3;-4;5;3;-4;-6},-2,6580,18672,179232
12a_449,{1;2;2;3;-4;-2;-1;-2;3;-2;-4;5;-4;3;-2;-4;-5},6002,8458,22092,650184
12a_450,{-1;2;-3;-4;-5;-1;2;4;-5;-3;4;-3;2;-3;-4},3910,4772,10144,81888
12a_451,{-1;2;-3;4;-1;2;4;2;-3;2;-3;4},1074,1076,1076,12008
12a_452,{1;-2;-3;4;1;-3;1;-2;3;-2;4;-2;-3;4},1378,1552,3124,60968
12a_453,{-1;2;-3;4;-1;2;-3;-3;-3;4;4;4},668,670,670,17028
12a_454,{-1;2;-3;-4;5;-1;3;5;2;5;-4;5;-3},1178,1192,2108,25984
12a_455,{-1;-3;4;2;-3;2;-3;4;-3;-1;-3;2},1278,1280,1280,10480
12a_456,{-1;4;-3;-3;4;4;-3;2;-1;4;-3;2},1040,1042,1042,11366
12a_457,{-1;-3;2;-3;4;-3;2;-3;-1;4;-3;2},1502,1504,1504,9552
12a_458,{-1;-3;2;-3;4;2;-3;2;-1;4;-3;2},1510,1512,1512,8992
12a_459,{-1;-4;-5;4;-3;2;-5;-3;-4;3;2;-1;-4;-3;2},2754,2944,9808,84352
12a_460,{-1;-2;-3;4;-5;-3;-4;2;-1;2;3;-4;3;5;4;-3;4},6110,7744,30296,408272
12a_461,{-1;3;2;-3;2;1;3;-4;1;3;2;2;-4;-3;2;2},2216,2440,7032,411216
12a_462,{-1;2;-3;4;-1;2;2;2;-3;-3;-3;4},706,708,708,16080
12a_463,{1;-2;-3;4;-5;1;2;-3;4;-2;4;4;-5},1264,1346,2178,23982
12a_464,{-1;3;-2;3;-4;3;-2;3;3;-2;-1;-4;-3;2},2254,2346,3928,51008
12a_465,{-1;2;-3;4;-1;2;-3;-3;2;2;-3;4},1178,1180,1180,10352
12a_466,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;-2;3;-2;3},2138,2180,2732,71616
12a_467,{-1;3;-2;3;-4;-2;3;-2;3;-2;-1;-4;-3;2},2638,2718,4288,46000
12a_468,{1;2;-3;-3;2;-3;1;-3;1;-3;-4;-2;3;-4},1142,1504,2004,93500
12a_469,{1;4;-2;-3;2;1;1;-3;4;-3;2;-3;-3;2},1566,1590,3172,60284
12a_470,{1;-2;3;4;1;-2;4;-2;-2;-3;2;4;3;3},1114,1172,1932,96112
12a_471,{-1;2;3;-4;-5;6;-1;3;-5;6;2;-4;5;-3},-2,3792,7152,32320
12a_472,{-1;2;-3;-4;-1;-4;-3;2;-3;4;-5;-3;4;-5;-4},3010,3744,8056,96424
12a_473,{-1;2;-3;-4;-1;-2;3;-2;3;-4;3;-2;3;3},2370,2572,3460,56360
12a_474,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;3;-2;3;3},2178,2240,2788,68280
12a_475,{1;2;-3;2;2;-3;2;-3;-4;1;1;-2;3;-4},1694,2156,3116,57628
12a_476,{-1;2;-3;-1;-3;4;-3;-3;2;-3;4;-3},974,976,976,14168
12a_477,{-1;2;-3;4;-5;6;-1;2;-3;4;-5;6},-2,2340,2340,6460
12a_478,{-1;2;-3;-1;-3;4;-3;-3;4;2;-3;4},1026,1028,1028,12408
12a_479,{-1;-3;-4;-2;3;3;-2;3;-2;-4;3;-1;3;2},1838,2208,3400,54640
12a_480,{1;2;-3;2;-3;2;4;1;1;-2;-3;2;-3;4},1622,2020,3952,47520
12a_481,{-1;2;-3;4;5;-1;2;-3;-3;-3;-4;5;4},1338,1340,2140,23848
12a_482,{-1;2;-3;4;5;6;-1;2;-3;-5;6;-4;5;-4},-2,3332,6956,32280
12a_483,{-1;2;-3;-4;-1;-2;3;-2;-4;3;-2;-4;3;3},2388,2510,3490,57540
12a_484,{1;-3;-3;-2;1;-4;1;3;-4;2;-3;2;-3;2},1646,1812,3012,63216
12a_485,{-1;2;-3;4;-1;-3;4;-3;2;-3;4;-3},1366,1368,1368,9808
12a_486,{-1;2;-3;4;-1;-3;4;-3;4;2;-3;4},1334,1336,1336,9696
12a_487,{-1;-3;-4;-2;3;-2;3;-2;-2;-4;3;-1;3;2},1830,2056,3280,55888
12a_488,{-1;-3;-4;-2;3;3;3;-2;3;-4;3;-1;3;2},1366,1660,2528,77776
12a_489,{1;-2;-3;4;-5;1;-2;3;4;-2;3;3;3;4;-5},2628,3228,7216,107992
12a_490,{-1;2;2;3;-4;3;1;1;-2;3;2;4;2;4;2;3},2598,2636,5528,446912
12a_491,{-1;2;-3;4;-1;-3;4;-2;-5;4;4;3;2;-4;-5},2642,3652,7480,114952
12a_492,{-1;2;-3;-4;-5;2;3;-4;-1;-2;3;2;-4;5;-4;3;2},4234,7104,31920,427828
12a_493,{-1;2;3;-1;3;-4;3;3;3;-2;3;-2;-4;-3},1578,1612,2236,83432
12a_494,{1;-2;3;-4;-5;2;2;3;-4;-1;-2;3;-4;5;-4;3;-2},5570,7396,29412,438928
12a_495,{-1;2;-3;2;2;1;1;1;2;2;-3;2;-3},756,814,1014,39652
12a_496,{-1;2;-1;2;-3;2;2;3;-1;3;2;-1;2},786,878,1412,30490
12a_497,{1;-2;3;-4;-2;3;-4;3;-2;1;1;-2},1382,1384,1384,9344
12a_498,{-1;2;-1;2;-3;2;-3;4;4;-3;2;4},1090,1092,1092,11608
12a_499,{-1;2;-3;4;4;-3;2;-3;4;-1;-1;2},1234,1236,1236,10344
12a_500,{-1;2;-1;2;2;-3;4;-3;4;2;-3;2},1098,1100,1100,11832
12a_501,{-1;2;-3;4;-1;-3;4;2;4;4;-3;2},956,958,958,13068
12a_502,{-1;2;2;3;3;2;2;2;2;2;-1;2;-3},344,448,512,71184
12a_503,{-1;2;-1;2;2;-3;2;-3;-4;-3;2;-3;2;4},964,1318,2818,65724
12a_504,{-1;2;2;3;1;1;2;3;-4;3;-2;-4;3;2;-3;2},1024,1888,9168,283864
12a_505,{-1;2;-3;-1;2;-3;-4;-3;2;-4;3;-4;-3;2},864,934,4200,46352
12a_506,{-1;2;-1;2;-3;2;-3;4;-3;4;-3;2},1254,1256,1256,10232
12a_507,{-1;2;2;3;3;2;2;2;-1;2;2;2;-3},432,540,632,65112
12a_508,{-1;2;2;1;1;2;2;2;-3;-4;2;3;-4;3},862,1056,1808,90240
12a_509,{-1;-1;2;2;-3;-1;2;2;3;3;2;-1;2},606,628,1164,35016
12a_510,{-1;2;2;1;1;2;-3;2;-3;-4;-4;-3;-3;4},766,1052,2240,70064
12a_511,{1;-2;1;-2;3;-2;-2;-3;-3;-2;-2;-2;1},532,574,922,43550
12a_512,{-1;2;-3;-1;-3;-3;4;4;-3;4;2;-3},842,844,844,13968
12a_513,{1;-2;-2;-1;-1;-2;3;-2;-3;4;-3;2;-4;3;-4;3},1188,1516,8488,298816
12a_514,{1;-2;-2;-1;-1;-2;3;-2;-3;4;-3;4;4;-3},1006,1068,2376,68392
12a_515,{1;-2;3;4;2;-3;4;-3;2;-3;1;-3;1;-2},1414,1684,3368,57392
12a_516,{1;-2;3;4;-2;3;4;3;-2;3;1;-4;1;-2},1238,1566,4080,47568
12a_517,{-1;2;-1;2;2;-3;4;2;4;-3;2;4},846,848,848,16160
12a_518,{-1;2;-3;4;5;-1;-3;-4;5;4;2;-3;2},1718,1768,3308,16824
12a_519,{-1;2;2;2;2;3;3;2;2;2;-1;2;-3},396,456,564,67872
12a_520,{-1;2;3;-2;3;3;-4;3;-4;3;2;1;1;2},1142,1160,3016,60720
12a_521,{1;-2;3;1;3;3;-4;3;-4;3;-2;3},836,838,838,15252
12a_522,{-1;2;2;1;1;2;-3;2;3;3;-4;3;-4;3},990,1048,2128,78976
12a_523,{-1;2;-1;-1;2;-3;2;2;3;-1;3;2;-1},718,748,1248,34200
12a_524,{1;3;4;-2;4;-3;4;5;-4;-3;1;5;-4;3;-2},2118,2882,8000,99616
12a_525,{-1;2;3;-4;-1;3;-4;-5;-4;3;-4;-2;5;3;-2},3226,4420,9340,87648
12a_526,{-1;2;-1;-1;2;-3;2;2;3;3;2;-1;2},622,640,1236,33840
12a_527,{-1;2;2;3;3;2;2;-1;2;-1;2;2;-3},724,864,1064,39248
12a_528,{1;-2;3;-4;-2;-4;3;-2;-4;1;1;-2},1082,1084,1084,12248
12a_529,{-1;2;-3;5;2;-4;3;-4;-5;4;-3;-1;4;-3;2},3238,4460,9840,83424
12a_530,{-1;2;3;-4;5;-1;-4;5;3;4;2;-5;-3;2;-4},3126,3488,9912,84816
12a_531,{-1;-1;-1;2;2;3;3;2;-1;2;2;2;-3},452,512,688,56832
12a_532,{-1;2;2;1;1;2;-3;-4;2;-4;-4;3;-4;3},1038,1116,2000,81864
12a_533,{1;-2;1;-2;3;-2;-2;-2;-2;-3;-3;-2;1},420,422,810,48830
12a_534,{-1;2;-1;-2;3;-2;-3;-3;-3;4;4;-3;-2;4},1010,1076,2020,82120
12a_535,{1;-2;3;-4;-2;-4;1;-4;1;3;-2;-4},874,876,876,14284
12a_536,{-1;2;-3;4;-1;2;4;4;4;-3;2;4},662,664,664,19104
12a_537,{-1;2;-3;4;5;-1;2;5;4;-3;2;4;-5},1754,2116,2808,19392
12a_538,{-1;2;-1;2;3;3;2;2;2;2;2;2;-3},246,358,396,82544
12a_539,{-1;2;2;2;3;-4;-2;3;-4;3;2;1;1;2},1302,1320,2600,69680
12a_540,{-1;2;3;-4;-2;3;-4;3;2;1;1;2;2;2},918,1176,2616,68576
12a_541,{-1;2;-3;4;-1;2;-3;2;4;2;4;4},704,706,706,18492
12a_542,{-1;2;-1;2;3;-2;3;4;-3;4;-5;4;-3;4;3;5;2},4586,5084,23156,500784
12a_543,{-1;-4;2;-3;2;4;5;-4;3;3;-1;5;-4;3;2},2838,2952,8384,98384
12a_544,{-1;2;-1;-1;-1;2;-3;2;2;3;3;2;-1},472,474,978,41030
12a_545,{-1;2;-1;-2;3;3;4;4;3;3;-4;-2;-2;3},982,1248,2464,65920
12a_546,{1;-2;3;4;-5;1;4;-5;-3;4;2;-3;2;4;-3},6750,7200,10112,83168
12a_547,{-1;2;3;3;2;1;1;-2;3;-4;3;-4;2;2;2;-3},2088,2784,7200,358752
12a_548,{-1;2;2;1;1;2;-3;-4;2;2;2;3;-4;-3},734,784,2000,83856
12a_549,{-1;-2;3;4;4;5;5;4;-3;4;-2;-5;-1;2;3},1562,2252,8112,96256
12a_550,{-1;2;3;-4;5;-1;-2;5;-4;3;-2;-4;5},2262,2424,2808,19392
