knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
12a_232,{-1;2;2;-3;4;1;4;1;-2;3;3;-2;-4;3;3;2},2400,2940,6944,345728,yes
12a_233,{1;-2;3;-4;1;-2;-2;3;-4;3;-2;3},1252,1252,1252,10368,yes
12a_234,{-1;-1;-1;2;2;-1;2;-3;2;2;-1;3;3},580,580,740,52576,yes
12a_235,{-1;2;2;-3;-4;3;1;-4;-3;1;2;2;-3;2},896,1080,2704,64080,yes
12a_236,{-1;2;2;3;3;2;-1;2;2;2;2;2;-3},362,408,528,69984,yes
12a_237,{-1;2;2;3;1;3;1;3;4;-3;4;3;-2;-2;-3;2},1532,1576,4944,493056,yes
12a_238,{-1;2;2;1;1;2;-3;-4;2;3;3;3;-4;3},864,1136,2024,82416,yes
12a_239,{-1;-2;3;4;4;5;5;4;-3;4;2;-5;-1;2;3},2252,2948,8112,96256,yes
12a_240,{-1;-1;-1;-2;-2;3;1;3;-2;3;-2;-2;-1},636,636,840,46584,yes
12a_241,{-1;2;-1;-2;-3;-3;-3;4;4;-3;4;-2;-2;3},1128,1212,2136,76192,yes
12a_242,{1;-2;3;-4;-2;3;1;3;1;3;-2;-4},948,948,948,12844,yes
12a_243,{-1;2;3;-4;5;-1;5;-4;3;-4;5;2;-3},2082,2146,2990,18092,yes
12a_244,{1;-2;-2;-3;-4;3;-4;-3;-2;-2;3;1;-4;3;1;-2},1308,2228,9280,282304,yes
12a_245,{1;-2;-3;-3;4;-3;2;-3;2;4;3;1;1;-2},1780,2086,3576,53552,yes
12a_246,{-1;2;-3;4;-1;2;4;-3;2;4;4;4},712,712,712,18672,yes
12a_247,{1;-2;1;2;-3;4;-5;2;2;-3;4;-5;4},1752,1752,2408,22072,yes
12a_248,{-1;2;-3;4;-5;-1;-2;4;-5;-3;4;-3;-2;3;4},3352,3992,10144,81888,yes
12a_249,{-1;2;3;-4;-5;-1;-3;-3;-3;4;-5;-4;2;-3;2},2430,2490,6436,121368,yes
12a_250,{-1;2;-3;4;-1;2;4;2;2;-3;2;4},744,744,744,18096,yes
12a_251,{-1;2;3;-4;5;-1;3;5;2;-4;5;-3;2},1818,1930,2738,20388,yes
12a_252,{-1;2;-1;2;3;3;3;3;2;2;2;2;-3},388,458,496,69080,yes
12a_253,{-1;2;3;-1;3;3;4;-3;4;2;2;2;-3;2},1286,1450,1810,96156,yes
12a_254,{-1;2;-1;2;3;4;-3;4;3;2;2;2;2;-3},492,762,2032,82320,yes
12a_255,{-1;2;3;4;5;5;4;-5;4;3;-4;2;-1;2;-3},1382,2944,8544,93608,yes
12a_256,{-1;5;-4;3;2;-4;3;3;2;5;-4;-3;2;-1;2},3168,3696,9040,90344,yes
12a_257,{1;-2;3;4;-5;1;-3;4;-5;4;3;-2;3},1804,1860,3180,17704,yes
12a_258,{-1;2;-3;4;-1;2;-3;-3;-3;2;4;2},876,876,876,13584,yes
12a_259,{1;-2;-3;4;-5;1;4;-5;4;-3;4;-2;3},2264,2312,3144,17544,yes
12a_260,{-1;2;-3;-1;-2;3;-4;3;-2;3;-4;3;3;2},1522,1862,3658,53756,yes
12a_261,{-1;2;-1;2;3;-4;3;-2;-4;3;3;-2;-4;-3},1988,2208,3612,51952,yes
12a_262,{-1;2;-1;2;3;3;-4;3;-2;3;3;-2;-4;-3},1864,1964,3024,61360,yes
12a_263,{-1;2;-3;4;-5;-1;2;3;3;3;4;-5;4},1764,1816,2140,23848,yes
12a_264,{-1;2;-3;4;-1;2;-3;2;4;-3;2;4},1350,1350,1350,10676,yes
12a_265,{-1;2;-3;4;-1;-3;2;-3;4;-3;2;4},1422,1422,1422,9412,yes
12a_266,{-1;2;-3;2;2;2;1;1;1;2;-3;2;-3},692,708,948,42304,yes
12a_267,{1;-3;-4;-2;3;-2;3;4;4;-2;4;3;3;2;1;-2},1816,2344,7656,349952,yes
12a_268,{-1;3;4;2;-1;4;-1;-3;4;-2;3;-2;3;-2},1712,1872,3052,60540,yes
12a_269,{-1;2;-1;2;3;-4;3;3;3;2;-4;3;3;2;4;-3},1684,2682,7208,355600,yes
12a_270,{1;-2;1;2;3;-4;3;-4;5;4;-3;4;3;-5;2;2;-3},3168,3886,21864,511936,yes
12a_271,{-1;4;-3;2;2;-4;2;-3;2;-1;-1;-4;-3;2},1128,1156,2608,71120,yes
12a_272,{-1;4;-3;2;-4;-3;4;-5;4;-3;-1;-5;4;-3;2},2848,4466,9248,90168,yes
12a_273,{-1;2;2;-3;1;-3;4;1;2;-3;2;-3;-4;-4},1632,1704,2536,68192,yes
12a_274,{1;-2;-2;-2;-2;1;-2;3;-2;-2;1;-3;-3},512,512,652,59800,yes
12a_275,{1;-2;-2;3;4;-1;4;-1;-2;-3;2;-3;4;-2;-3;-2},1336,1772,8184,329920,yes
12a_276,{1;2;2;2;2;3;1;3;1;1;-2;3;1},428,504,540,75488,yes
12a_277,{1;-2;1;2;3;3;3;3;4;2;2;-3;4;4},876,954,1516,103648,yes
12a_278,{1;-2;-2;-2;-2;3;-4;1;1;-2;3;-4},672,672,672,16452,yes
12a_279,{1;-2;-3;1;2;2;-3;-4;2;3;-4;-5;4;-5;-4},1956,2380,6856,111608,yes
12a_280,{1;-2;3;-2;3;-2;-4;3;1;1;-2;3;3;4},2992,2992,3440,55392,yes
12a_281,{1;-2;3;3;4;-2;3;1;4;1;-2;3;3;-4},1272,1508,3288,55920,yes
12a_282,{-1;2;-3;4;-1;-3;4;-3;4;2;4;-3},1148,1148,1148,10768,yes
12a_283,{-1;-3;2;4;-3;4;-3;-3;-1;4;-3;2},1152,1152,1152,11008,yes
12a_284,{-1;4;-3;2;2;4;2;-3;2;-1;-3;2},976,976,976,12512,yes
12a_285,{-1;-3;-3;2;-3;2;4;-3;-1;4;-3;2},1200,1200,1200,11024,yes
12a_286,{-1;5;-4;-4;3;3;2;4;-3;2;-1;5;-4;-3;2},2652,3040,8240,94684,yes
12a_287,{-1;2;-1;2;-3;-3;-3;-4;-2;3;-2;-4;3;3},1890,1910,2374,72614,yes
12a_288,{-1;4;-3;-3;2;-3;2;-3;-4;-3;2;-1;-3;2},1584,1928,3520,56736,yes
12a_289,{-1;2;-1;2;3;3;4;2;2;-3;2;2;3;-4;3;-4},1872,3042,7108,358512,yes
12a_290,{-1;2;2;3;-1;3;-1;2;-1;2;2;2;-3},670,728,856,45216,yes
12a_291,{-1;2;-3;-3;-3;-2;-2;1;3;4;1;-3;4;3;2;2},1744,1804,5688,432896,yes
12a_292,{-1;4;-3;2;-1;-1;4;3;-2;-2;3;3;-2;-2},1508,1724,2300,73908,yes
12a_293,{-1;4;4;3;-2;3;2;2;2;1;-4;3;1;3;2;2},1796,2218,4824,498528,yes
12a_294,{-1;-2;-2;3;3;-2;-2;1;-2;3;-2;-2;-1},868,868,1144,37712,yes
12a_295,{-1;2;2;1;1;2;-3;4;2;4;3;3;3;4},848,884,1944,79912,yes
12a_296,{1;-2;-3;4;-5;1;-2;3;4;-2;3;3;4;4;-5},2570,3590,7942,97078,yes
12a_297,{1;-2;-2;-2;1;-2;3;-2;-2;-3;-3;-2;1},450,450,950,43190,yes
12a_298,{1;-2;3;-4;-2;3;-4;1;1;-2;-2;-2},872,872,872,14068,yes
12a_299,{1;-2;3;-4;1;1;-2;3;3;3;-4;3},812,812,812,15304,yes
12a_300,{-1;2;3;-4;5;-1;3;5;-2;-4;5;3;2},1734,1734,2738,20388,yes
12a_301,{-1;5;-4;5;3;5;2;-4;-3;-1;-3;2;-4;-3;2},2904,3492,7320,107928,yes
12a_302,{1;-2;-2;-1;-1;-2;-3;4;4;-3;-2;3;4;-2},732,876,2776,62824,yes
12a_303,{-1;2;-3;-4;5;-1;5;-4;-3;4;5;2;-3},1234,1482,2990,18092,yes
12a_304,{-1;2;-3;4;-1;-3;-3;-3;4;-3;2;-3},872,872,872,14976,yes
12a_305,{-1;2;-3;4;-1;4;-3;4;2;4;4;-3},806,806,806,15132,yes
12a_306,{-1;2;-3;4;5;-1;-3;-4;5;-4;-3;2;-3},1634,1936,3180,17704,yes
12a_307,{1;-2;1;2;-3;4;-5;-3;4;2;-5;2;-3},1864,1864,2656,20008,yes
12a_308,{-1;5;4;-3;4;2;-3;-5;2;-4;3;-1;-4;-3;2},3108,3176,10560,79904,yes
12a_309,{-1;5;4;3;3;-4;2;-4;-3;2;-1;5;-4;-3;2},2428,3820,8388,93124,yes
12a_310,{-1;4;-3;-3;2;-3;4;2;-1;4;-3;2},1152,1152,1152,10800,yes
12a_311,{-1;2;-1;2;3;4;4;3;2;2;2;2;-3;4;-3;-4},1228,1886,5448,463840,yes
12a_312,{1;1;2;-1;2;3;-2;3;2;-4;3;-2;3;4;-5;4;-5},2758,3714,17720,624802,yes
12a_313,{-1;2;2;3;-4;1;-4;1;3;2;2;-3;4;-3;2;-4},2316,2624,7696,334336,yes
12a_314,{1;-2;3;4;1;-2;4;5;3;5;3;4;-3;4;-5},3040,3586,6156,120992,yes
12a_315,{-1;2;3;4;4;4;3;3;-2;3;-1;-4;3;2},1256,1636,2840,64016,yes
12a_316,{-1;-3;4;-3;2;-3;4;2;-1;4;-3;2},1312,1312,1312,9920,yes
12a_317,{1;-2;-3;-3;-4;-2;3;1;1;-2;-2;-3;4;-3;4;-2},2132,2764,9480,289448,yes
12a_318,{-1;-3;4;-3;-3;2;-3;4;-1;4;-3;2},1032,1032,1032,12656,yes
12a_319,{-1;2;2;3;1;3;1;2;-3;4;2;2;2;-3;4;3},1922,2048,5200,447600,yes
12a_320,{1;1;5;4;3;3;3;4;5;2;-3;-4;-2;3;2;-1;2},2748,3636,17680,648440,yes
12a_321,{-1;2;-3;2;2;2;1;1;1;2;2;-3;2},608,640,796,50240,yes
12a_322,{1;-3;-4;-2;3;3;-2;3;4;4;4;3;3;2;1;-2},1792,2548,7224,345536,yes
12a_323,{1;-2;-3;1;1;2;-3;-3;-4;2;-4;2;3;-4},1712,1792,2288,76336,yes
12a_324,{1;-3;-3;-2;1;4;1;-3;-2;-2;4;3;-2;-2},1352,1428,2184,86304,yes
12a_325,{1;-2;-3;-3;4;-2;-3;1;4;1;-2;-2;3;-2},1508,1648,3144,59448,yes
12a_326,{-1;2;2;-3;-4;2;1;-4;3;3;4;5;2;-3;-4;2;5},6032,7728,19232,598944,yes
12a_327,{1;-2;-2;-3;4;-3;-1;4;-1;-2;3;3;-2;-4;3;-2},2908,4260,8792,294264,yes
12a_328,{-1;-3;2;4;-3;2;4;2;-1;4;-3;2},1112,1112,1112,11952,yes
12a_329,{-1;2;3;-1;3;-4;3;-2;3;2;4;4;4;4},856,970,1606,105812,yes
12a_330,{1;-2;1;2;3;-4;-5;3;4;-5;4;3;2;2;-3},2272,2742,8208,94688,yes
12a_331,{-1;2;-3;-4;-1;-2;-4;3;-2;-4;-4;-4;3;3},1476,1496,1980,94192,yes
12a_332,{-1;2;-1;-2;-3;4;-5;-3;-2;-2;3;4;-3;4;-5},2344,2900,8032,96952,yes
12a_333,{-1;-3;-3;4;2;-3;4;2;-1;4;-3;2},1112,1112,1112,11616,yes
12a_334,{-1;2;-3;-4;-1;-2;3;3;-4;3;-2;-4;3;3},2028,2408,3156,58032,yes
12a_335,{1;-3;-3;-2;1;-4;1;3;2;2;-4;-3;2;2},1440,1440,2184,86304,yes
12a_336,{-1;2;2;3;-4;3;1;3;1;2;2;3;-4;-3;-3;2},2802,2990,6680,373760,yes
12a_337,{1;-2;3;4;1;-3;4;2;-5;2;-3;4;2;-3;-5},4288,4680,8128,99872,yes
12a_338,{1;-5;-4;3;-2;-4;3;5;3;5;4;1;4;-3;-2},3892,4536,6748,113564,yes
12a_339,{1;1;2;-1;2;-3;-2;4;-3;2;2;-5;4;3;3;-5;4},3072,4584,16416,691472,yes
12a_340,{-1;5;3;-4;-3;5;4;2;-3;4;2;-1;4;-3;2},3640,4504,7992,103640,yes
12a_341,{-1;4;-3;2;2;4;-3;2;-3;-1;-3;2},1056,1056,1056,11504,yes
12a_342,{-1;4;-3;-3;2;2;-3;2;-1;4;-3;2},1162,1162,1162,10710,yes
12a_343,{1;-2;-3;4;1;2;4;-3;2;4;-5;-3;4;3;-5},3624,4532,7676,108384,yes
12a_344,{1;-2;1;2;3;3;4;2;4;2;4;-3;4;4},876,1002,1620,106384,yes
12a_345,{1;-2;1;2;3;3;4;5;-4;2;5;2;-3;4;4},1528,2054,5728,126048,yes
12a_346,{-1;2;-3;2;1;1;1;2;-3;2;-3;-3;-3},620,652,868,47848,yes
12a_347,{-1;2;3;-1;-2;3;-4;3;-2;3;-2;4;4;4},1726,1826,2562,71836,yes
12a_348,{-1;4;-5;4;-5;2;3;-4;3;-2;-3;-1;4;-3;2},2624,2688,9648,85888,yes
12a_349,{-1;2;-3;-4;-1;-2;-4;3;-2;-4;3;-4;-4;3},2236,2296,2996,64656,yes
12a_350,{-1;-4;3;2;-3;2;1;-4;3;1;3;2;2;-3;2;2},1982,2584,6604,407696,yes
12a_351,{-1;2;-3;-4;-1;-2;-4;3;-2;3;3;-4;3;3},1876,1976,2492,73488,yes
12a_352,{-1;2;-3;-4;-1;-2;-4;3;-2;3;-4;3;-4;3},2592,2712,3456,53744,yes
12a_353,{-1;2;2;-3;1;-3;4;1;-2;4;-2;3;3;-4;3;2},2232,3040,5888,396464,yes
12a_354,{-1;-2;3;-2;-2;1;1;2;3;4;4;4;3;-2;3;-4},1932,2692,7420,344888,yes
12a_355,{1;-2;3;1;3;3;4;2;4;-3;2;4;4;4},1264,1264,1440,123432,yes
12a_356,{1;-2;1;2;-3;4;5;2;2;3;3;3;-4;5;4},2132,2132,4904,147832,yes
12a_357,{-1;2;-3;4;-5;-1;2;3;-5;3;3;4;-5},1574,1574,1818,28420,yes
12a_358,{1;-2;3;-4;1;3;1;-2;3;-4;3;-4},1192,1192,1192,11192,yes
12a_359,{1;-2;3;-4;1;1;-2;3;-2;-4;3;-4},1252,1252,1252,10712,yes
12a_360,{1;-5;4;-3;-2;-5;4;3;-2;3;-2;3;2;1;-2},2616,2988,8040,95656,yes
12a_361,{-1;2;-3;4;-1;2;-3;4;-3;2;-3;4},1504,1504,1504,8896,yes
12a_362,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;3;-2;-4;3},2620,2700,3380,61872,yes
12a_363,{-1;2;-3;-4;-1;-2;-4;-2;-2;3;-2;-4;3;3},1668,1688,1932,96112,yes
12a_364,{-1;2;-3;-4;-1;-2;3;-2;3;-4;3;-2;-4;3},2872,3132,4232,46544,yes
12a_365,{-1;2;2;3;-1;3;-1;-1;-1;2;-1;2;-3},542,568,704,56544,yes
12a_366,{-1;2;2;-3;-4;3;1;-4;-3;1;2;-3;2;-3},1008,1184,2960,60672,yes
12a_367,{1;1;1;2;2;2;2;3;1;3;-2;3;1},444,464,556,68768,yes
12a_368,{1;2;2;2;2;3;1;1;-2;3;4;-3;4;3},696,784,1744,93104,yes
12a_369,{1;-2;-2;-2;-2;1;1;-2;-2;-2;-2;-2},128,128,128,60188,yes
12a_370,{-1;-2;-2;-2;-2;3;3;-2;-2;-2;-1;2;3},416,424,564,67872,yes
12a_371,{-1;-2;3;3;-2;-2;-2;-2;-2;3;-2;-1;2},392,420,576,65400,yes
12a_372,{1;-2;-3;2;-3;-2;-4;1;1;-2;-2;-2;-3;2;-3;4},1920,2208,7120,363168,yes
12a_373,{1;2;2;2;2;1;1;-2;-3;4;2;4;-3;4},888,1016,1544,102760,yes
12a_374,{1;-2;3;-4;1;1;-2;-2;-2;3;-4;3},848,848,848,14104,yes
12a_375,{-1;-1;-1;-2;-2;-2;-2;3;3;-2;-1;2;3},320,328,596,63336,yes
12a_376,{1;-2;-3;-4;3;-4;-3;2;-3;1;-3;1;-3;-2},632,760,2384,81856,yes
12a_377,{1;-4;-4;3;-4;3;-2;1;1;-4;3;-2},944,944,944,13376,yes
12a_378,{-1;2;-3;-4;5;-1;3;5;2;-4;5;-3;2},1486,1506,2738,20388,yes
12a_379,{-1;2;-1;-2;-3;4;4;-3;4;-2;-2;-2;-2;3},864,1092,1752,100960,yes
12a_380,{-1;2;-1;-2;3;-2;-3;-4;5;5;-4;-3;-2;4;5},1172,1536,7576,102384,yes
12a_381,{-1;2;3;-1;3;3;3;4;-5;2;-3;4;-5},1370,1398,1572,31360,yes
12a_382,{-1;2;-3;4;-1;-3;4;-3;2;-3;-3;-3},836,836,836,15504,yes
12a_383,{-1;2;-3;4;-1;4;-3;4;2;-3;-3;-3},834,834,834,14508,yes
12a_384,{-1;2;-3;-4;5;-1;-4;5;-4;3;-4;2;-3},2144,2192,3144,17544,yes
12a_385,{-1;2;-3;-4;5;-1;5;-4;3;-4;5;2;-3},1882,1930,2990,18092,yes
12a_386,{-1;2;-1;2;-3;-3;-4;-2;-2;3;-2;-4;-2;3},1976,1986,2432,74864,yes
12a_387,{-1;3;-4;3;-2;3;3;-2;-4;-3;-3;2;-1;2},1960,2136,3264,58544,yes
12a_388,{-1;2;-3;4;-1;-3;4;2;2;-3;2;-3},1220,1220,1220,10416,yes
12a_389,{-1;2;-3;-4;-1;-2;-2;3;-4;3;-2;3;-4;3},2808,2948,3624,53168,yes
12a_390,{-1;-3;-3;2;-3;2;1;1;1;2;2;-3;2},648,712,932,44864,yes
12a_391,{-1;2;2;3;1;3;1;3;3;2;-3;4;2;-3;4;3},1890,1952,4368,538416,yes
12a_392,{1;1;2;-1;2;3;-2;-4;-3;2;5;4;3;3;4;5;5},2094,2552,16848,674436,yes
12a_393,{-1;-2;3;2;2;1;1;-2;3;-4;3;2;2;2;3;-4},2088,2656,7280,350312,yes
12a_394,{-1;-2;3;3;-2;-2;1;-2;-2;-2;3;-2;-1},710,710,982,43814,yes
12a_395,{1;3;-2;-2;-2;-4;3;-4;-3;2;1;1;-2;-3;-3;-2},1732,1952,7432,339024,yes
12a_396,{1;2;-3;4;2;1;1;-2;-3;-3;-3;2;-3;4},1188,1672,2780,64204,yes
12a_397,{1;-2;3;-4;5;2;5;2;3;-4;2;5;1;-2;3},1876,2160,7004,118192,yes
12a_398,{1;3;-4;3;-2;3;1;3;1;-4;3;-2},952,952,952,15152,yes
12a_399,{1;-2;1;-3;1;-3;4;-3;2;-3;-4;-4;-3;-2},1092,1096,2808,66776,yes
12a_400,{-1;2;2;-3;4;5;2;-3;-4;1;2;-3;5;4;-3;5;2},4828,6506,26714,482006,yes
12a_401,{1;2;-3;2;-1;2;-3;2;-4;5;-4;-3;4;5;5},3212,3840,8048,101108,yes
12a_402,{1;3;-4;-2;3;-2;1;3;1;-4;3;-2},1320,1320,1320,10240,yes
12a_403,{-1;-3;5;4;4;3;3;2;-4;-3;-1;5;-4;-3;2},2240,2532,7408,105604,yes
12a_404,{1;-5;4;-3;-2;-2;-5;4;3;-2;-2;3;2;1;-2},2024,2208,6200,125496,yes
12a_405,{1;-2;1;2;-3;4;-5;-2;3;3;-2;3;3;4;-5},2084,2744,5976,128256,yes
12a_406,{-1;2;-3;4;-1;2;4;5;5;4;-3;4;-5},1542,1736,2464,20696,yes
12a_407,{-1;2;-3;-4;-1;2;-3;-4;-3;-5;4;2;-5;-3;4},3336,4024,10304,81056,yes
12a_408,{-1;-2;3;-4;3;2;2;1;1;-2;3;2;-4;2;2;3},2208,2846,7220,369976,yes
12a_409,{-1;2;-3;2;1;1;1;2;2;2;2;-3;2},476,556,664,59288,yes
12a_410,{1;-2;1;2;2;2;3;-4;-3;-3;2;2;3;-4;3;3},1594,1698,4498,545156,yes
12a_411,{-1;-2;3;3;-2;-2;-2;-2;1;-2;3;-2;-1},606,606,878,46526,yes
12a_412,{-1;2;-1;-2;-2;-2;-3;4;4;-3;-2;-2;3;-4;3;4},1440,1782,5508,465232,yes
12a_413,{1;-2;3;1;1;-2;3;-4;3;-2;3;-4},1252,1252,1252,10632,yes
12a_414,{1;1;2;-1;2;1;-3;2;-1;2;3;3;4;-3;-5;4;-5},2638,3558,15656,714914,yes
12a_415,{-1;2;-3;4;-1;4;-3;2;-3;4;-3;4},1258,1258,1258,10124,yes
12a_416,{-1;2;-3;4;-1;4;-3;4;2;-3;4;4},1018,1018,1018,12732,yes
12a_417,{-1;3;-4;-2;3;-2;3;-2;-4;-3;-3;2;-1;2},2464,2608,3792,49712,yes
12a_418,{-1;2;-3;-1;2;-3;4;-3;-3;2;-3;4},1220,1220,1220,10968,yes
12a_419,{-1;2;-3;4;-1;2;4;-3;2;4;-3;4},1220,1220,1220,11288,yes
12a_420,{1;-2;1;2;3;3;4;2;2;-3;4;4;4;4},704,830,1384,115888,yes
12a_421,{1;-2;1;2;3;3;4;2;2;-3;4;5;-4;5;4},1516,1780,5912,122912,yes
12a_422,{1;-2;1;2;-3;-3;2;2;-3;-3;-3;-3;-3},316,316,444,77024,yes
12a_423,{1;-2;1;2;-3;-3;2;2;-3;-3;-3;-4;3;-4},980,980,1660,95504,yes
12a_424,{1;-2;1;2;-3;-3;2;2;-3;-4;3;-4;-4;-4},844,844,1756,91664,yes
12a_425,{1;-2;1;2;-3;-3;2;2;-3;-4;-5;3;4;-5;-4},1688,1688,6088,116064,yes
12a_426,{1;-2;-3;-3;-2;1;1;-2;3;4;-2;4;-3;4},1624,1864,3024,59928,yes
12a_427,{-1;2;-3;-1;-3;4;2;-3;2;4;2;-3},1096,1096,1096,11608,yes
12a_428,{-1;-3;2;2;-1;2;-1;-1;3;-1;3;2;2},540,584,772,52896,yes
12a_429,{-1;-3;2;2;-3;2;1;-4;1;3;-4;-3;2;2},1052,1214,2872,62336,yes
12a_430,{-1;-1;-1;-2;-2;3;3;-2;1;-2;3;-2;-2},770,770,830,49484,yes
12a_431,{-1;2;2;3;1;1;2;2;3;-4;3;-2;3;3;4;4},2244,3096,6296,385680,yes
12a_432,{-1;3;4;-3;2;2;2;4;3;-2;1;3;1;3;2;2},2010,2128,5176,463808,yes
12a_433,{1;-2;3;-4;5;1;-2;3;5;4;4;4;5},1486,1486,1978,24172,yes
12a_434,{1;-2;-3;4;1;-2;4;3;-2;-3;-3;-3;4;-3},1250,1420,2340,75960,yes
12a_435,{-1;2;-3;4;-1;4;-1;-2;-2;-2;3;3;3;4},1084,1160,1568,101136,yes
12a_436,{1;-2;3;-4;1;-4;1;-2;3;-4;-4;-4},644,644,644,19152,yes
12a_437,{-1;2;-1;-2;3;-4;5;-2;5;-2;3;-4;5},1516,1516,2084,25176,yes
12a_438,{-1;2;-1;2;-3;2;-3;-2;3;-2;3;-4;3;-4},1300,1370,2932,59992,yes
12a_439,{-1;-3;4;2;-3;2;4;-3;-1;4;-3;2},1512,1512,1512,8912,yes
12a_440,{-1;-3;2;2;2;2;-1;2;3;-1;3;2;2},476,544,716,53760,yes
12a_441,{-1;4;2;-3;4;3;3;3;-2;-2;1;-3;1;-3;2;2},1376,2020,4536,527168,yes
12a_442,{1;-2;3;4;1;1;2;2;2;2;2;-3;4;3},792,792,1280,122104,yes
12a_443,{1;2;-3;4;5;2;5;1;-2;3;3;3;4;-5;4},1738,2354,5400,138010,yes
12a_444,{1;-2;3;-4;5;1;-3;5;2;4;-3;2;4;4;5},2618,3082,7258,108964,yes
12a_445,{1;-2;3;-4;1;-4;1;-2;-2;-2;3;-4},720,720,720,16800,yes
12a_446,{1;-4;3;-2;-4;3;1;3;1;-4;3;-2},1036,1036,1036,12552,yes
12a_447,{1;-2;-3;4;-5;1;2;-3;-2;-5;1;4;-5},1388,1480,2808,19512,yes
12a_448,{-1;2;3;4;-1;4;5;-6;3;2;-3;-4;5;3;-4;-6},5176,6580,18672,179232,yes
12a_449,{1;2;2;3;-4;-2;-1;-2;3;-2;-4;5;-4;3;-2;-4;-5},6004,8458,22092,650184,yes
12a_450,{-1;2;-3;-4;-5;-1;2;4;-5;-3;4;-3;2;-3;-4},3912,4772,10144,81888,yes
12a_451,{-1;2;-3;4;-1;2;4;2;-3;2;-3;4},1076,1076,1076,12008,yes
12a_452,{1;-2;-3;4;1;-3;1;-2;3;-2;4;-2;-3;4},1380,1552,3124,60968,yes
12a_453,{-1;2;-3;4;-1;2;-3;-3;-3;4;4;4},670,670,670,17028,yes
12a_454,{-1;2;-3;-4;5;-1;3;5;2;5;-4;5;-3},1180,1192,2108,25984,yes
12a_455,{-1;-3;4;2;-3;2;-3;4;-3;-1;-3;2},1280,1280,1280,10480,yes
12a_456,{-1;4;-3;-3;4;4;-3;2;-1;4;-3;2},1042,1042,1042,11366,yes
12a_457,{-1;-3;2;-3;4;-3;2;-3;-1;4;-3;2},1504,1504,1504,9552,yes
12a_458,{-1;-3;2;-3;4;2;-3;2;-1;4;-3;2},1512,1512,1512,8992,yes
12a_459,{-1;-4;-5;4;-3;2;-5;-3;-4;3;2;-1;-4;-3;2},2756,2944,9808,84352,yes
12a_460,{-1;-2;-3;4;-5;-3;-4;2;-1;2;3;-4;3;5;4;-3;4},6112,7744,30296,408272,yes
12a_461,{-1;3;2;-3;2;1;3;-4;1;3;2;2;-4;-3;2;2},2218,2440,7032,411216,yes
12a_462,{-1;2;-3;4;-1;2;2;2;-3;-3;-3;4},708,708,708,16080,yes
12a_463,{1;-2;-3;4;-5;1;2;-3;4;-2;4;4;-5},1266,1346,2178,23982,yes
12a_464,{-1;3;-2;3;-4;3;-2;3;3;-2;-1;-4;-3;2},2256,2346,3928,51008,yes
12a_465,{-1;2;-3;4;-1;2;-3;-3;2;2;-3;4},1180,1180,1180,10352,yes
12a_466,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;-2;3;-2;3},2140,2180,2732,71616,yes
12a_467,{-1;3;-2;3;-4;-2;3;-2;3;-2;-1;-4;-3;2},2640,2718,4288,46000,yes
12a_468,{1;2;-3;-3;2;-3;1;-3;1;-3;-4;-2;3;-4},1144,1504,2004,93500,yes
12a_469,{1;4;-2;-3;2;1;1;-3;4;-3;2;-3;-3;2},1568,1590,3172,60284,yes
12a_470,{1;-2;3;4;1;-2;4;-2;-2;-3;2;4;3;3},1116,1172,1932,96112,yes
12a_471,{-1;2;3;-4;-5;6;-1;3;-5;6;2;-4;5;-3},3696,3792,7152,32320,yes
12a_472,{-1;2;-3;-4;-1;-4;-3;2;-3;4;-5;-3;4;-5;-4},3012,3744,8056,96424,yes
12a_473,{-1;2;-3;-4;-1;-2;3;-2;3;-4;3;-2;3;3},2372,2572,3460,56360,yes
12a_474,{-1;2;-3;-4;-1;-2;-2;3;-4;-2;3;-2;3;3},2180,2240,2788,68280,yes
12a_475,{1;2;-3;2;2;-3;2;-3;-4;1;1;-2;3;-4},1696,2156,3116,57628,yes
12a_476,{-1;2;-3;-1;-3;4;-3;-3;2;-3;4;-3},976,976,976,14168,yes
12a_477,{-1;2;-3;4;-5;6;-1;2;-3;4;-5;6},2340,2340,2340,6460,yes
12a_478,{-1;2;-3;-1;-3;4;-3;-3;4;2;-3;4},1028,1028,1028,12408,yes
12a_479,{-1;-3;-4;-2;3;3;-2;3;-2;-4;3;-1;3;2},1840,2208,3400,54640,yes
12a_480,{1;2;-3;2;-3;2;4;1;1;-2;-3;2;-3;4},1624,2020,3952,47520,yes
12a_481,{-1;2;-3;4;5;-1;2;-3;-3;-3;-4;5;4},1340,1340,2140,23848,yes
12a_482,{-1;2;-3;4;5;6;-1;2;-3;-5;6;-4;5;-4},3072,3332,6956,32280,yes
12a_483,{-1;2;-3;-4;-1;-2;3;-2;-4;3;-2;-4;3;3},2390,2510,3490,57540,yes
12a_484,{1;-3;-3;-2;1;-4;1;3;-4;2;-3;2;-3;2},1648,1812,3012,63216,yes
12a_485,{-1;2;-3;4;-1;-3;4;-3;2;-3;4;-3},1368,1368,1368,9808,yes
12a_486,{-1;2;-3;4;-1;-3;4;-3;4;2;-3;4},1336,1336,1336,9696,yes
